1526396608766,2018.05.15 11:03:28.766,DEBUG,aiview_android,AppUtil.writeHeaderLog  (AppUtil.java:862),AiView app is currently running in daily dose mode
1526396621424,2018.05.15 11:03:41.424,DEBUG,aiview_android,TrialSetupSerializedObjectTask.sync  (TrialSetupSerializedObjectTask.java:92),ResponseWithSerializedPOJO ----- {"message":"{\"allow_change_notification\":true,\"allow_edit_protocol\":true,\"allow_individual_consent_for_questionnaires\":false,\"allow_send_msg_to_patient_for_visit\":false,\"auto_schedule_clinic_visit\":true,\"auto_timeout_timer\":15,\"client_url\":\"client0qa.aicure.com\",\"clinic_visit_display_start\":3,\"comparator\":\"\",\"condition\":\"Cognitive impairment in schizophrenia\",\"create_protocol_in_real_time\":false,\"created_at\":\"2016-04-19T21:48:28Z\",\"daily_doses_as_one_dose\":false,\"default_dispensed_pills\":20,\"delete_user_from_cognito_user_pool\":false,\"device_provision_way\":\"BYOD\",\"dose_alarm_apart\":60,\"dose_gap\":360,\"dose_in_clinic_during_visit\":true,\"early_termination_days_threshold\":21,\"enable_add_delete_visit\":true,\"enable_additional_dose\":false,\"enable_allocate_alarms_evenly\":false,\"enable_cache\":true,\"enable_central_registration\":false,\"enable_clinic_visit\":false,\"enable_clinic_visit_in_screening\":false,\"enable_custom_privacy_policy\":false,\"enable_custom_terms_and_conditions\":false,\"enable_custom_terms_of_use\":false,\"enable_default_start_date\":true,\"enable_dose_reminder\":false,\"enable_global_deployment\":false,\"enable_half_pill\":false,\"enable_iu_skip_rollback_when_change_protocol\":false,\"enable_iu_video_review\":false,\"enable_kiosk\":true,\"enable_likert_scale\":true,\"enable_multi_choice_question\":false,\"enable_multiple_barcode_identification\":false,\"enable_passcode\":false,\"enable_patient_late_alert\":true,\"enable_patient_low_battery_alert\":true,\"enable_pause_resume\":false,\"enable_pay\":false,\"enable_pill_count\":false,\"enable_pill_count_calculator\":false,\"enable_pill_level\":false,\"enable_pill_reclassification\":false,\"enable_pk_days\":true,\"enable_pk_days_in_screening\":false,\"enable_protocol_rule\":false,\"enable_questionnaire\":false,\"enable_reason\":true,\"enable_sc_video_review\":false,\"enable_screening_period\":false,\"enable_session\":false,\"enable_side_effects\":false,\"enable_skip\":false,\"enable_start_dose\":true,\"enable_taken_together\":false,\"enable_time_on_task_timeout\":false,\"enable_unblurred\":true,\"enable_user_authentication_service\":false,\"enable_video_data_service\":false,\"enable_x_hour_after_alarm_alert\":false,\"ending_soon_num_days\":7,\"enrollment_end\":\"2019-01-04\",\"enter_payee_id_during_add_patient\":false,\"expanded_terms_conditions_drug_abuse\":false,\"guide_1\":\"FAQ_Modify_Settings_RocheBP39207.pdf\",\"guide_2\":\"FAQ_Reclassify_dose_RocheBP39207.pdf\",\"guide_3\":\"FAQ_Call_Participant_RocheBP39207.pdf\",\"guide_4\":\"FAQ_Manage_Visits_RocheBP39207.pdf\",\"guide_5\":\"FAQ_Start_Next_Phase.pdf\",\"id\":1,\"intervention_contact_allow\":true,\"lang_options\":\"[\\\"[\\\\\\\"ENGLISH\\\\\\\", \\\\\\\"en\\\\\\\"]\\\"]\",\"length_of_patient_in_trial\":168,\"lockout\":true,\"lockout_duration\":5,\"lockout_unsuccessful_attempts\":5,\"low_battery_threshold\":0.15,\"match_last_visit_date_with_last_protocol_date\":false,\"med_category_name\":\"medication\",\"med_type\":\"oral\",\"med_unit\":\"pill\",\"middle_character\":\"\",\"name\":\"Internal Beta Testing\",\"non_adherence_patient_group_threshold\":50,\"num_continuous_unsuccessful_login_threshold\":3,\"num_doses_go_full_training\":0,\"num_doses_go_short_training\":0,\"num_patient_id_character\":4,\"num_patient_id_character_screening\":2,\"num_patient_load_each_time\":10,\"num_site_id_character\":6,\"num_trial_sessions\":1,\"patient_clinic_visit_reminder_enabled\":false,\"patient_label\":\"participant\",\"patient_low_battery_alert_with_schedule_constraint\":false,\"patient_recruitment_goal\":180,\"patient_same_day_low_battery_alert_lastest_time\":240,\"phase\":\"2\",\"pill_rectangle_values\":\"{\\\"android\\\":{\\\"pill_identification\\\":{\\\"center_x_ratio\\\":0.5,\\\"center_y_ratio\\\":0.5,\\\"width_ratio\\\":0.4166667,\\\"height_ratio\\\":0.3125},\\\"pill_in_mouth\\\":{\\\"center_x_ratio\\\":0.5,\\\"center_y_ratio\\\":0.65,\\\"width_ratio\\\":0.533334,\\\"height_ratio\\\":0.4}},\\\"ios\\\":{\\\"pill_identification\\\":{\\\"center_x_ratio\\\":0.5,\\\"center_y_ratio\\\":0.5,\\\"width_ratio\\\":0.34722223,\\\"height_ratio\\\":0.285},\\\"pill_in_mouth\\\":{\\\"center_x_ratio\\\":0.5,\\\"center_y_ratio\\\":0.65,\\\"width_ratio\\\":0.533334,\\\"height_ratio\\\":0.4}}}\",\"psw_duration\":180,\"qnn_notification_times\":\"[0.0, 0.5, 0.9]\",\"questions_shown_on_summary_page\":null,\"record_audio\":true,\"record_video\":true,\"registration_ui_label\":null,\"relink_code_ttl\":10080,\"send_stands_with_provisioned_device\":false,\"show_barcode_bottle_id_on_dashboard\":false,\"show_call_your_site_number\":true,\"show_early_termination\":true,\"show_full_terms_conditions\":true,\"show_instruction_at_beginning_of_app\":true,\"show_instructions_for_drinking_water\":true,\"show_med_dosage\":false,\"show_more_adh\":false,\"show_questionnaire_tab\":false,\"show_support_button\":true,\"show_terms_conditions\":true,\"show_unblurred\":false,\"site_aiview_adh_change_threshold\":10.0,\"site_aiview_adh_goal\":80,\"site_all_source_dose_adh_goal\":80,\"site_all_source_dose_adh_high\":85,\"site_all_source_dose_adh_low\":70,\"sponsor_name\":\"AiCure\",\"start_date_num_days_from_today\":0,\"start_date_num_days_from_today_max\":100,\"start_date_num_days_from_today_min\":0,\"start_guide_add_train\":\"AiCure_Quick_Start_RocheBP39207_Add-train.pdf\",\"start_guide_dashboard\":\"AiCure_Quick_Start_RocheBP39207_Dashboard.pdf\",\"surveillance_level_high\":9000,\"surveillance_level_low\":12000,\"threshold_try_mobi\":10,\"time_on_task_timeout_duration_each_step\":60,\"time_on_task_timeout_num_retries\":3,\"time_window_fixed\":true,\"training_med\":\"basmisinal\",\"training_med_dosage\":1.0,\"treatment_protocol\":false,\"trial_duration_1\":60,\"trial_duration_2\":120,\"trial_end_date\":\"2019-01-04\",\"trial_id\":null,\"trial_start_date\":\"2017-01-04\",\"two_factor_authentication\":false,\"unit_to_pay_per_dose\":1.0,\"updated_at\":\"2018-05-01T16:33:49Z\",\"use_mobi\":true,\"use_population_average\":false,\"use_same_customized_patient_id_after_screening\":false,\"x_hour_after_alarm\":3,\"reminders\":[],\"multi_choice_questions\":[]}","result":"success"}
1526396621444,2018.05.15 11:03:41.444,DEBUG,aiview_android,TrialSetupTask.sync  (TrialSetupTask.java:52),Android SDK Level: 26
1526396621448,2018.05.15 11:03:41.448,DEBUG,aiview_android,TrialSetupTask.sync  (TrialSetupTask.java:66),url https://client100prod.aicure.com/backend/backend
1526396621805,2018.05.15 11:03:41.805,DEBUG,aiview_android,TrialSetupTask.sync  (TrialSetupTask.java:82),url resultType 9999
1526396621843,2018.05.15 11:03:41.843,DEBUG,aiview_android,TrialSetupTask.sync  (TrialSetupTask.java:85),GeneralResponse body ------{"message":{"enable_multiple_barcode_identification":false,"enable_reason":true,"enable_side_effects":false,"enable_skip":false,"med_category_name":"medication","med_type":"oral","med_unit":"pill","num_trial_sessions":1,"patient_label":"participant","reimbursement":false,"show_call_your_site_number":true,"show_instruction_at_beginning_of_app":1,"show_instructions_for_drinking_water":1,"show_med_dosage":false,"show_support_button":1,"show_terms_conditions":true,"time_window_fixed":true,"training_med":"basmisinal","training_med_dosage":1.0},"result":"success"}
1526396621885,2018.05.15 11:03:41.885,INFO,aiview_android,LoginFragment$3.onComplete  (LoginFragment.java:227),trial setup success
1526396621962,2018.05.15 11:03:41.962,INFO,aiview_android,LoginFragment.checkUserNamePasswordMatch  (LoginFragment.java:312),Staring training task
1526396622417,2018.05.15 11:03:42.417,INFO,aiview_android,LoginFragment$5.onComplete  (LoginFragment.java:335),training task is successful.
1526396622440,2018.05.15 11:03:42.440,INFO,aiview_android,DNNConfigManager.makeSureMedicationUpdated  (DNNConfigManager.java:86),at least one medication parameter is null
1526396622442,2018.05.15 11:03:42.442,ERROR,aiview_android,DNNConfigManager.updateMedication  (DNNConfigManager.java:77),config for DNN is null
1526396622446,2018.05.15 11:03:42.446,INFO,aiview_android,LoginFragment$5.onComplete  (LoginFragment.java:339),Pill is supported, handle success.
1526396624850,2018.05.15 11:03:44.850,DEBUG,aiview_android,LoginFragment.continueAfterConfirmingStudy  (LoginFragment.java:477),SC_TRAINED_DONE false
1526396624855,2018.05.15 11:03:44.855,DEBUG,aiview_android,LoginFragment.continueAfterConfirmingStudy  (LoginFragment.java:480),start page isTrained true
1526396624886,2018.05.15 11:03:44.886,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396625136,2018.05.15 11:03:45.136,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/full_version_face_identification_order_0_numpill_0_total_0.mp4
1526396645495,2018.05.15 11:04:05.495,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/full_version_pill_identification_order_0_numpill_0_total_0.mp4
1526396657075,2018.05.15 11:04:17.075,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/full_version_pill_in_mouth_order_0_numpill_0_total_0.mp4
1526396669741,2018.05.15 11:04:29.741,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/full_version_empty_mouth_order_0_numpill_0_total_0.mp4
1526396684695,2018.05.15 11:04:44.695,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/full_version_pill_not_under_the_tongue_order_0_numpill_0_total_0.mp4
1526396692735,2018.05.15 11:04:52.735,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/short_version_face_identification_order_0_numpill_0_total_0.mp4
1526396704493,2018.05.15 11:05:04.493,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/short_version_pill_identification_order_0_numpill_0_total_0.mp4
1526396705133,2018.05.15 11:05:05.133,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/short_version_pill_in_mouth_order_0_numpill_0_total_0.mp4
1526396705533,2018.05.15 11:05:05.533,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/short_version_empty_mouth_order_0_numpill_0_total_0.mp4
1526396706033,2018.05.15 11:05:06.033,INFO,aiview_android,FileDownloadTask.doInBackground  (FileDownloadTask.java:51),Downloading file from URL -- https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/en/short_version_pill_not_under_the_tongue_order_0_numpill_0_total_0.mp4
1526396706275,2018.05.15 11:05:06.275,INFO,aiview_android,DownloadVideoFragment$1.onPostExecute  (DownloadVideoFragment.java:276),Tutorial videos have been downloaded successfully.
1526396708327,2018.05.15 11:05:08.327,DEBUG,aiview_android,LocaleHelper.setLocale  (LocaleHelper.java:71),Setting app locale -- en
1526396708344,2018.05.15 11:05:08.344,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396708612,2018.05.15 11:05:08.612,DEBUG,aiview_android,LocaleHelper.setLocale  (LocaleHelper.java:71),Setting app locale -- en
1526396708638,2018.05.15 11:05:08.638,DEBUG,aiview_android,LocaleHelper.setLocale  (LocaleHelper.java:71),Setting app locale -- en
1526396712053,2018.05.15 11:05:12.053,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396771141,2018.05.15 11:06:11.141,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396771145,2018.05.15 11:06:11.145,ERROR,aiview_android,DNNConfigManager.updateMedication  (DNNConfigManager.java:77),config for DNN is null
1526396771146,2018.05.15 11:06:11.146,ERROR,aiview_android,DNNConfigManager.updateMedication  (DNNConfigManager.java:77),config for DNN is null
1526396772993,2018.05.15 11:06:12.993,INFO,aiview_android,Camera2Fragment.stopCamera  (Camera2Fragment.java:867),Stopping camera.
1526396772996,2018.05.15 11:06:12.996,INFO,aiview_android,InCameraViewControllerV3.hideAllViews  (InCameraViewControllerV3.java:87),Hide all camera views.
1526396772997,2018.05.15 11:06:12.997,INFO,aiview_android,Camera2Fragment.closeCamera  (Camera2Fragment.java:447),Closing the camera.
1526396772998,2018.05.15 11:06:12.998,INFO,aiview_android,InCameraViewControllerV3.hideAllViews  (InCameraViewControllerV3.java:87),Hide all camera views.
1526396773000,2018.05.15 11:06:13.000,DEBUG,aiview_android,FlexibleTutorialVideoController.play  (FlexibleTutorialVideoController.java:238),Playing tutorial video --- /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_face_identification_order_0_numpill_0_total_0.mp4
1526396773001,2018.05.15 11:06:13.001,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396773003,2018.05.15 11:06:13.003,DEBUG,aiview_android,FlexibleTutorialVideoController$3.run  (FlexibleTutorialVideoController.java:280),Starting playing video --- 0 videoName: /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_face_identification_order_0_numpill_0_total_0.mp4
1526396841579,2018.05.15 11:07:21.579,DEBUG,aiview_android,FlexibleTutorialVideoController$3$1.onComplete  (FlexibleTutorialVideoController.java:285),finishing playing tutorial video -- /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_face_identification_order_0_numpill_0_total_0.mp4
1526396841609,2018.05.15 11:07:21.609,DEBUG,aiview_android,Camera2Fragment.startCamera  (Camera2Fragment.java:839),Should record video -- false
1526396841697,2018.05.15 11:07:21.697,INFO,aiview_android,Camera2Fragment.startBackgroundThread  (Camera2Fragment.java:339),Starting background thread.
1526396841721,2018.05.15 11:07:21.721,INFO,aiview_android,Camera2Fragment.openCamera  (Camera2Fragment.java:393),Openning the camera.
1526396841740,2018.05.15 11:07:21.740,ERROR,aiview_android,Camera2Fragment.chooseOptimalSize  (Camera2Fragment.java:329),Couldn't find any suitable preview size
1526396841744,2018.05.15 11:07:21.744,INFO,aiview_android,Camera2Fragment.openCamera  (Camera2Fragment.java:427),Camera should record video -- false
1526396841851,2018.05.15 11:07:21.851,INFO,aiview_android,Camera2Fragment$2.onOpened  (Camera2Fragment.java:209),Camera is successfully opened.
1526396841863,2018.05.15 11:07:21.863,INFO,aiview_android,StepsController.defineCurrentStep  (StepsController.java:579),Entering FACE_ID step.
1526396842141,2018.05.15 11:07:22.141,INFO,aiview_android,InCameraViewControllerV3.displayNormal  (InCameraViewControllerV3.java:253),display normal step :0 inCameraView true view android.widget.RelativeLayout{634f7ed G.E...... ......I. 0,0-0,0 #7f090272 app:id/silhouette_layout}
1526396845726,2018.05.15 11:07:25.726,DEBUG,aiview_android,AudioPlayer.play  (AudioPlayer.java:45),Audio playing flag -- true
1526396845728,2018.05.15 11:07:25.728,DEBUG,aiview_android,AudioPlayer.play  (AudioPlayer.java:46),Questionnaire in progress  -- false
1526396845729,2018.05.15 11:07:25.729,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396845731,2018.05.15 11:07:25.731,DEBUG,aiview_android,AudioPlayer.play  (AudioPlayer.java:60),play audio: voice/confirm.mp3
1526396848418,2018.05.15 11:07:28.418,INFO,aiview_android,StepsController$6.onComplete  (StepsController.java:1018),Current step completes.
1526396848420,2018.05.15 11:07:28.420,INFO,aiview_android,StepsController.defineCurrentStep  (StepsController.java:601),Entering PILL_ID step.
1526396848424,2018.05.15 11:07:28.424,INFO,aiview_android,Camera2Fragment.stopCamera  (Camera2Fragment.java:867),Stopping camera.
1526396848425,2018.05.15 11:07:28.425,INFO,aiview_android,Camera2Fragment.closeCamera  (Camera2Fragment.java:447),Closing the camera.
1526396848447,2018.05.15 11:07:28.447,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396848486,2018.05.15 11:07:28.486,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396848504,2018.05.15 11:07:28.504,INFO,aiview_android,InCameraViewControllerV3.hideAllViews  (InCameraViewControllerV3.java:87),Hide all camera views.
1526396848518,2018.05.15 11:07:28.518,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396848543,2018.05.15 11:07:28.543,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396848671,2018.05.15 11:07:28.671,INFO,aiview_android,Camera2Fragment$2.onClosed  (Camera2Fragment.java:248),Camera is successfully closed.
1526396848674,2018.05.15 11:07:28.674,INFO,aiview_android,Camera2Fragment.stopBackgroundThread  (Camera2Fragment.java:360),Stopping background thread.
1526396848676,2018.05.15 11:07:28.676,DEBUG,aiview_android,FlexibleTutorialVideoController.play  (FlexibleTutorialVideoController.java:238),Playing tutorial video --- /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_pill_identification_order_0_numpill_0_total_0.mp4
1526396848678,2018.05.15 11:07:28.678,INFO,aiview_android,InCameraViewControllerV3.hideAllViews  (InCameraViewControllerV3.java:87),Hide all camera views.
1526396848680,2018.05.15 11:07:28.680,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396848724,2018.05.15 11:07:28.724,DEBUG,aiview_android,FlexibleTutorialVideoController$3.run  (FlexibleTutorialVideoController.java:280),Starting playing video --- 1 videoName: /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_pill_identification_order_0_numpill_0_total_0.mp4
1526396873819,2018.05.15 11:07:53.819,DEBUG,aiview_android,FlexibleTutorialVideoController$3$1.onComplete  (FlexibleTutorialVideoController.java:285),finishing playing tutorial video -- /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_pill_identification_order_0_numpill_0_total_0.mp4
1526396873836,2018.05.15 11:07:53.836,DEBUG,aiview_android,Camera2Fragment.startCamera  (Camera2Fragment.java:839),Should record video -- false
1526396873913,2018.05.15 11:07:53.913,INFO,aiview_android,Camera2Fragment.openCamera  (Camera2Fragment.java:393),Openning the camera.
1526396873924,2018.05.15 11:07:53.924,ERROR,aiview_android,Camera2Fragment.chooseOptimalSize  (Camera2Fragment.java:329),Couldn't find any suitable preview size
1526396873927,2018.05.15 11:07:53.927,INFO,aiview_android,Camera2Fragment.openCamera  (Camera2Fragment.java:427),Camera should record video -- false
1526396873979,2018.05.15 11:07:53.979,INFO,aiview_android,Camera2Fragment.startBackgroundThread  (Camera2Fragment.java:339),Starting background thread.
1526396873992,2018.05.15 11:07:53.992,INFO,aiview_android,Camera2Fragment$2.onOpened  (Camera2Fragment.java:209),Camera is successfully opened.
1526396874002,2018.05.15 11:07:54.002,INFO,aiview_android,StepsController.defineCurrentStep  (StepsController.java:601),Entering PILL_ID step.
1526396874235,2018.05.15 11:07:54.235,INFO,aiview_android,InCameraViewControllerV3.displayNormal  (InCameraViewControllerV3.java:253),display normal step :1 inCameraView true view android.widget.RelativeLayout{634f7ed G.E...... ......ID 0,0-1080,2220 #7f090272 app:id/silhouette_layout}
1526396890528,2018.05.15 11:08:10.528,INFO,aiview_android,DetectorPillController.run  (DetectorPillController.java:121),Pill id is successfully detected.
1526396890686,2018.05.15 11:08:10.686,INFO,aiview_android,DetectorPillController.run  (DetectorPillController.java:121),Pill id is successfully detected.
1526396890722,2018.05.15 11:08:10.722,DEBUG,aiview_android,AudioPlayer.play  (AudioPlayer.java:45),Audio playing flag -- true
1526396890723,2018.05.15 11:08:10.723,DEBUG,aiview_android,AudioPlayer.play  (AudioPlayer.java:46),Questionnaire in progress  -- false
1526396890724,2018.05.15 11:08:10.724,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396890725,2018.05.15 11:08:10.725,DEBUG,aiview_android,AudioPlayer.play  (AudioPlayer.java:60),play audio: voice/confirm.mp3
1526396891972,2018.05.15 11:08:11.972,INFO,aiview_android,StepsController$6.onComplete  (StepsController.java:1018),Current step completes.
1526396891973,2018.05.15 11:08:11.973,INFO,aiview_android,StepsController.defineCurrentStep  (StepsController.java:672),Entering PILL_IN_MOUTH step.
1526396891976,2018.05.15 11:08:11.976,INFO,aiview_android,Camera2Fragment.stopCamera  (Camera2Fragment.java:867),Stopping camera.
1526396891976,2018.05.15 11:08:11.976,INFO,aiview_android,Camera2Fragment.closeCamera  (Camera2Fragment.java:447),Closing the camera.
1526396891997,2018.05.15 11:08:11.997,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396892041,2018.05.15 11:08:12.041,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396892051,2018.05.15 11:08:12.051,INFO,aiview_android,InCameraViewControllerV3.hideAllViews  (InCameraViewControllerV3.java:87),Hide all camera views.
1526396892066,2018.05.15 11:08:12.066,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396892107,2018.05.15 11:08:12.107,INFO,aiview_android,Camera2Fragment$3.onImageAvailable  (Camera2Fragment.java:624),the image reader has already been released.
1526396892240,2018.05.15 11:08:12.240,INFO,aiview_android,Camera2Fragment$2.onClosed  (Camera2Fragment.java:248),Camera is successfully closed.
1526396892242,2018.05.15 11:08:12.242,INFO,aiview_android,Camera2Fragment.stopBackgroundThread  (Camera2Fragment.java:360),Stopping background thread.
1526396892243,2018.05.15 11:08:12.243,INFO,aiview_android,InCameraViewControllerV3.hideAllViews  (InCameraViewControllerV3.java:87),Hide all camera views.
1526396892246,2018.05.15 11:08:12.246,DEBUG,aiview_android,FlexibleTutorialVideoController.play  (FlexibleTutorialVideoController.java:238),Playing tutorial video --- /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_pill_in_mouth_order_0_numpill_0_total_0.mp4
1526396892248,2018.05.15 11:08:12.248,INFO,aiview_android,AudioPlayer.stop  (AudioPlayer.java:20),Stopping audio player.
1526396892292,2018.05.15 11:08:12.292,DEBUG,aiview_android,FlexibleTutorialVideoController$3.run  (FlexibleTutorialVideoController.java:280),Starting playing video --- 2 videoName: /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_pill_in_mouth_order_0_numpill_0_total_0.mp4
1526396913653,2018.05.15 11:08:33.653,DEBUG,aiview_android,FlexibleTutorialVideoController$3$1.onComplete  (FlexibleTutorialVideoController.java:285),finishing playing tutorial video -- /storage/emulated/0/Android/data/com.aicure.aiview.clinical.master.mobile/tutorial_video_tablet/oral_pill/en/full_version_pill_in_mouth_order_0_numpill_0_total_0.mp4
1526396913674,2018.05.15 11:08:33.674,DEBUG,aiview_android,Camera2Fragment.startCamera  (Camera2Fragment.java:839),Should record video -- false
1526396913761,2018.05.15 11:08:33.761,INFO,aiview_android,Camera2Fragment.openCamera  (Camera2Fragment.java:393),Openning the camera.
1526396913771,2018.05.15 11:08:33.771,ERROR,aiview_android,Camera2Fragment.chooseOptimalSize  (Camera2Fragment.java:329),Couldn't find any suitable preview size
1526396913775,2018.05.15 11:08:33.775,INFO,aiview_android,Camera2Fragment.openCamera  (Camera2Fragment.java:427),Camera should record video -- false
1526396913834,2018.05.15 11:08:33.834,INFO,aiview_android,Camera2Fragment.startBackgroundThread  (Camera2Fragment.java:339),Starting background thread.
1526396913855,2018.05.15 11:08:33.855,INFO,aiview_android,Camera2Fragment$2.onOpened  (Camera2Fragment.java:209),Camera is successfully opened.
1526396913861,2018.05.15 11:08:33.861,INFO,aiview_android,StepsController.defineCurrentStep  (StepsController.java:672),Entering PILL_IN_MOUTH step.
