2018-06-05 14:33:30.169 | I | -[AppDelegate application:didFinishLaunchingWithOptions:] | [line:181] | [MESSAGE] application Did Finish Launching
2018-06-05 14:34:42.117 | I | -[LoginAction getURLTaskWithUsername:password:] | [line:94] | [MESSAGE] [self.urlGetter routingUrl] https://routing.aicure.com/backend/get_url_trial
2018-06-05 14:34:42.248 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name routing, result 9999
2018-06-05 14:34:42.359 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name trial_setup, result 9999
2018-06-05 14:34:42.517 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name trial_setup_serialized, result 9999
2018-06-05 14:34:42.519 | I | -[LoginAction checkTrainingTask:password:] | [line:102] | [MESSAGE] [self.urlGetter getBackendURI:self.context] https://client100prod.aicure.com/backend/backend
2018-06-05 14:34:42.655 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name training, result 9999
2018-06-05 14:34:42.659 | I | -[LoginVC handleTransmissionSuccessfully] | [line:263] | [MESSAGE] handleTransmissionSuccessfully
2018-06-05 14:34:44.468 | I | -[TermConditionsVC loadWebView] | [line:160] | [MESSAGE] url https://client100prod.aicure.com/backend/backend/regulation/terms_and_conditions?lang=en
2018-06-05 14:34:44.469 | I | -[TermConditionsVC viewDidLoad] | [line:83] | [MESSAGE] TermConditionsVC view did load
2018-06-05 14:34:44.511 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone8,1
2018-06-05 14:34:44.517 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone8,1
2018-06-05 14:34:45.217 | I | -[TermConditionsVC viewDidAppear:] | [line:127] | [MESSAGE] TermConditionsVC viewDidAppear
2018-06-05 14:35:07.965 | I | -[TermConditionsVC agreeButtonPressed:] | [line:178] | [MESSAGE] agreeButtonPressed
2018-06-05 14:35:09.604 | I | -[DownloadTutorialVC viewDidLoad] | [line:52] | [MESSAGE] DownloadTutorialVC viewDidLoad
2018-06-05 14:35:09.625 | I | -[DownloadTutorialVC downloadVideo:destinationUrl:] | [line:112] | [MESSAGE] downloadVideo originalURL = https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/sfdph/en/full_version_face_identification_order_0_numpill_0_total_0.mp4, destinationURL = file:///var/mobile/Containers/Data/Application/C4849673-73A2-48FB-A5BD-F329EFE2431E/Documents/en/full_version_face_identification_order_0_numpill_0_total_0.mp4
2018-06-05 14:35:09.635 | I | -[DownloadTutorialVC downloadVideo:destinationUrl:] | [line:112] | [MESSAGE] downloadVideo originalURL = https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/sfdph/en/full_version_pill_identification_order_0_numpill_0_total_0.mp4, destinationURL = file:///var/mobile/Containers/Data/Application/C4849673-73A2-48FB-A5BD-F329EFE2431E/Documents/en/full_version_pill_identification_order_0_numpill_0_total_0.mp4
2018-06-05 14:35:09.640 | I | -[DownloadTutorialVC downloadVideo:destinationUrl:] | [line:112] | [MESSAGE] downloadVideo originalURL = https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/sfdph/en/full_version_pill_in_mouth_order_0_numpill_0_total_0.mp4, destinationURL = file:///var/mobile/Containers/Data/Application/C4849673-73A2-48FB-A5BD-F329EFE2431E/Documents/en/full_version_pill_in_mouth_order_0_numpill_0_total_0.mp4
2018-06-05 14:35:09.645 | I | -[DownloadTutorialVC downloadVideo:destinationUrl:] | [line:112] | [MESSAGE] downloadVideo originalURL = https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/sfdph/en/full_version_empty_mouth_order_0_numpill_0_total_0.mp4, destinationURL = file:///var/mobile/Containers/Data/Application/C4849673-73A2-48FB-A5BD-F329EFE2431E/Documents/en/full_version_empty_mouth_order_0_numpill_0_total_0.mp4
2018-06-05 14:35:09.648 | I | -[DownloadTutorialVC downloadVideo:destinationUrl:] | [line:112] | [MESSAGE] downloadVideo originalURL = https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/sfdph/en/full_version_pill_not_under_the_tongue_order_0_numpill_0_total_0.mp4, destinationURL = file:///var/mobile/Containers/Data/Application/C4849673-73A2-48FB-A5BD-F329EFE2431E/Documents/en/full_version_pill_not_under_the_tongue_order_0_numpill_0_total_0.mp4
2018-06-05 14:35:09.653 | I | -[DownloadTutorialVC downloadVideo:destinationUrl:] | [line:112] | [MESSAGE] downloadVideo originalURL = https://client100prod.aicure.com/tutorial_video_tablet/oral_pill/sfdph/en/short_version_face_identification_order_0_numpill_0_total_0.mp4, destinationURL = file:///var/mobile/Containers/Data/Application/C4849673-73A2-48FB-A5BD-F329EFE2431E/Documents/en/short_version_face_identification_order_0_numpill_0_total_0.mp4
2018-06-05 14:35:12.189 | I | -[DownloadTutorialVC handleComplete] | [line:221] | [MESSAGE] down lot tutorial handleComplete
2018-06-05 14:35:12.886 | I | -[DownloadTutorialVC handleComplete] | [line:221] | [MESSAGE] down lot tutorial handleComplete
2018-06-05 14:35:13.404 | I | -[DownloadTutorialVC handleComplete] | [line:221] | [MESSAGE] down lot tutorial handleComplete
2018-06-05 14:35:14.888 | I | -[DownloadTutorialVC handleComplete] | [line:221] | [MESSAGE] down lot tutorial handleComplete
2018-06-05 14:35:17.587 | I | -[DownloadTutorialVC handleComplete] | [line:221] | [MESSAGE] down lot tutorial handleComplete
2018-06-05 14:35:17.818 | I | -[DownloadTutorialVC handleComplete] | [line:221] | [MESSAGE] down lot tutorial handleComplete
2018-06-05 14:35:19.867 | I | -[TutorialStartVC viewDidLoad] | [line:30] | [MESSAGE] TutorialStartVC view did load
2018-06-05 14:35:24.514 | I | -[TutorialStartVC startButtonPressed:] | [line:98] | [MESSAGE] start Button Pressed
2018-06-05 14:35:24.797 | I | -[StepsController init:uiView:steps:viewController:recordVideo:] | [line:83] | [MESSAGE] should record video flag 0
2018-06-05 14:35:24.797 | I | -[AiViewTutorial viewDidLoad] | [line:67] | [MESSAGE] AiViewTutorial viewDidLoad
2018-06-05 14:35:25.306 | I | +[AIUtil checkPermission] | [line:1131] | [MESSAGE] camera access / mic access Authorized
2018-06-05 14:35:25.312 | I | -[CameraEngine previewAndInitRecordVideo:recordAudio:videoName:CameraEngineScenario:] | [line:110] | [MESSAGE] Starting up server
2018-06-05 14:35:26.929 | I | -[FlexibleVideoPlayerController playTutorialVideoOnView:step:] | [line:178] | [MESSAGE] playTutorialVideo full_version_face_identification_order_0_numpill_0_total_0
2018-06-05 14:35:53.425 | I | -[AppDelegate applicationWillResignActive:] | [line:196] | [MESSAGE] application Will Resign Active
2018-06-05 14:35:54.047 | I | -[AppDelegate cleanAlertDialog] | [line:346] | [MESSAGE] clean Alert Dialog
2018-06-05 14:35:54.083 | I | -[CameraEngine shutdown] | [line:504] | [MESSAGE] shutting down server
2018-06-05 14:35:54.148 | I | -[AppDelegate applicationWillEnterForeground:] | [line:221] | [MESSAGE] application will enter foreground
2018-06-05 14:35:54.148 | I | -[AppDelegate logMataData] | [line:164] | [MESSAGE] trial ID client100prod_1525443315
2018-06-05 14:35:54.149 | I | -[AppDelegate logMataData] | [line:165] | [MESSAGE] trial name 100prod
2018-06-05 14:35:54.149 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone8,1
2018-06-05 14:35:54.149 | I | -[AppDelegate logMataData] | [line:166] | [MESSAGE] Device Hardware iPhone 6S
2018-06-05 14:35:54.149 | I | -[AppDelegate logMataData] | [line:167] | [MESSAGE] OS Version 11.3.1
2018-06-05 14:35:54.149 | I | -[AppDelegate logMataData] | [line:168] | [MESSAGE] AiView build version 2018.2
2018-06-05 14:35:54.149 | I | -[AppDelegate logMataData] | [line:169] | [MESSAGE] device language en-US
2018-06-05 14:35:54.149 | I | -[AppDelegate logMataData] | [line:170] | [MESSAGE] device UUID 0AF1B679-37C0-4369-9F33-3D784429E4C0
2018-06-05 14:35:54.310 | D | -[AiViewSwitch startApp] | [line:157] | [MESSAGE] StartApp in AiViewSwitch
2018-06-05 14:35:54.311 | I | +[AIUtil checkPermission] | [line:1131] | [MESSAGE] camera access / mic access Authorized
2018-06-05 14:35:54.338 | I | -[LoginVC viewDidLoad] | [line:71] | [MESSAGE] LoginVC view did load
2018-06-05 14:35:54.338 | I | +[AIUtil checkWifiConnection] | [line:704] | [MESSAGE] check wifi connection = CONNECT_WIFI
2018-06-05 14:36:16.107 | I | -[LoginAction loginWithUsername:password:onView:] | [line:61] | [MESSAGE] login with username password
2018-06-05 14:36:16.108 | I | -[LoginAction getURLTaskWithUsername:password:] | [line:94] | [MESSAGE] [self.urlGetter routingUrl] https://routing.aicure.com/backend/get_url_trial
2018-06-05 14:36:16.687 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name routing, result 9999
2018-06-05 14:36:17.120 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name trial_setup, result 9999
2018-06-05 14:36:17.284 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name trial_setup_serialized, result 9999
2018-06-05 14:36:17.286 | I | -[LoginAction checkTrainingTask:password:] | [line:102] | [MESSAGE] [self.urlGetter getBackendURI:self.context] https://client100prod.aicure.com/backend/backend
2018-06-05 14:36:17.411 | I | -[LoginAction update:task_name:] | [line:131] | [MESSAGE] login transmission task_name training, result 9999
2018-06-05 14:36:17.414 | I | -[LoginVC handleTransmissionSuccessfully] | [line:263] | [MESSAGE] handleTransmissionSuccessfully
2018-06-05 14:36:19.006 | I | -[TermConditionsVC loadWebView] | [line:160] | [MESSAGE] url https://client100prod.aicure.com/backend/backend/regulation/terms_and_conditions?lang=en
2018-06-05 14:36:19.008 | I | -[TermConditionsVC viewDidLoad] | [line:83] | [MESSAGE] TermConditionsVC view did load
2018-06-05 14:36:19.042 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone8,1
2018-06-05 14:36:19.048 | I | -[UIDeviceHardware platformString] | [line:30] | [MESSAGE] apple device internal version code iPhone8,1
2018-06-05 14:36:19.574 | I | -[TermConditionsVC viewDidAppear:] | [line:127] | [MESSAGE] TermConditionsVC viewDidAppear
2018-06-05 14:36:21.115 | I | -[TermConditionsVC agreeButtonPressed:] | [line:178] | [MESSAGE] agreeButtonPressed
2018-06-05 14:36:22.761 | I | -[TutorialStartVC viewDidLoad] | [line:30] | [MESSAGE] TutorialStartVC view did load
2018-06-05 14:36:23.749 | I | -[TutorialStartVC startButtonPressed:] | [line:98] | [MESSAGE] start Button Pressed
2018-06-05 14:36:23.988 | I | -[StepsController init:uiView:steps:viewController:recordVideo:] | [line:83] | [MESSAGE] should record video flag 0
2018-06-05 14:36:23.988 | I | -[AiViewTutorial viewDidLoad] | [line:67] | [MESSAGE] AiViewTutorial viewDidLoad
2018-06-05 14:36:24.497 | I | +[AIUtil checkPermission] | [line:1131] | [MESSAGE] camera access / mic access Authorized
2018-06-05 14:36:24.497 | I | -[CameraEngine previewAndInitRecordVideo:recordAudio:videoName:CameraEngineScenario:] | [line:110] | [MESSAGE] Starting up server
2018-06-05 14:36:25.217 | I | -[FlexibleVideoPlayerController playTutorialVideoOnView:step:] | [line:178] | [MESSAGE] playTutorialVideo full_version_face_identification_order_0_numpill_0_total_0
2018-06-05 14:37:15.352 | I | -[StepsController goToCamera] | [line:509] | [MESSAGE] goToCamera
2018-06-05 14:37:15.352 | I | -[StepsController defineCurrentStep] | [line:274] | [MESSAGE] defineCurrentStep 0
2018-06-05 14:37:15.453 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 0
2018-06-05 14:37:15.454 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 12
2018-06-05 14:37:15.536 | I | -[CameraEngine startCapture] | [line:187] | [MESSAGE] starting capture
2018-06-05 14:37:15.553 | I | -[FlexibleVideoPlayerController videoPlayingComplete:] | [line:193] | [MESSAGE] flex video videoPlayingComplete
2018-06-05 14:37:15.737 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 1
2018-06-05 14:37:15.829 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 6
2018-06-05 14:37:15.873 | I | -[CameraUIView displayConfirm] | [line:329] | [MESSAGE] show step confirm animation
2018-06-05 14:37:15.873 | I | -[AudioPlayer playAudioWithoutFlag:] | [line:49] | [MESSAGE] play audio name confirm
2018-06-05 14:37:18.045 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 5
2018-06-05 14:37:18.048 | I | -[FlexibleVideoPlayerController playTutorialVideoOnView:step:] | [line:178] | [MESSAGE] playTutorialVideo full_version_pill_identification_order_0_numpill_0_total_0
2018-06-05 14:37:44.297 | I | -[StepsController goToCamera] | [line:509] | [MESSAGE] goToCamera
2018-06-05 14:37:44.297 | I | -[StepsController defineCurrentStep] | [line:274] | [MESSAGE] defineCurrentStep 1
2018-06-05 14:37:44.299 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 0
2018-06-05 14:37:44.299 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 12
2018-06-05 14:37:44.311 | I | -[FlexibleVideoPlayerController videoPlayingComplete:] | [line:193] | [MESSAGE] flex video videoPlayingComplete
2018-06-05 14:37:44.512 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 1
2018-06-05 14:37:44.584 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:37:44.624 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:37:44.664 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:37:44.664 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:37:44.680 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:37:44.687 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:37:44.723 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:37:44.723 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:37:44.765 | I | -[CameraUIView displayError:] | [line:286] | [MESSAGE] show error animation; error type 18
2018-06-05 14:37:53.883 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:37:55.381 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 6
2018-06-05 14:37:55.415 | I | -[CameraUIView displayConfirm] | [line:329] | [MESSAGE] show step confirm animation
2018-06-05 14:37:55.418 | I | -[AudioPlayer playAudioWithoutFlag:] | [line:49] | [MESSAGE] play audio name confirm
2018-06-05 14:37:57.578 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 5
2018-06-05 14:37:57.582 | I | -[FlexibleVideoPlayerController playTutorialVideoOnView:step:] | [line:178] | [MESSAGE] playTutorialVideo full_version_pill_in_mouth_order_0_numpill_0_total_0
2018-06-05 14:38:18.857 | I | -[StepsController goToCamera] | [line:509] | [MESSAGE] goToCamera
2018-06-05 14:38:18.857 | I | -[StepsController defineCurrentStep] | [line:274] | [MESSAGE] defineCurrentStep 2
2018-06-05 14:38:18.859 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 0
2018-06-05 14:38:18.859 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 12
2018-06-05 14:38:18.871 | I | -[FlexibleVideoPlayerController videoPlayingComplete:] | [line:193] | [MESSAGE] flex video videoPlayingComplete
2018-06-05 14:38:19.072 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 1
2018-06-05 14:38:19.142 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:38:19.163 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:38:19.207 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:38:19.207 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:38:19.218 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:38:19.240 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:38:19.279 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:38:19.279 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:38:19.304 | I | -[CameraUIView displayError:] | [line:286] | [MESSAGE] show error animation; error type 18
2018-06-05 14:38:19.576 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:38:19.649 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 6
2018-06-05 14:38:19.685 | I | -[CameraUIView displayConfirm] | [line:329] | [MESSAGE] show step confirm animation
2018-06-05 14:38:19.685 | I | -[AudioPlayer playAudioWithoutFlag:] | [line:49] | [MESSAGE] play audio name confirm
2018-06-05 14:38:21.856 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 5
2018-06-05 14:38:21.859 | I | -[FlexibleVideoPlayerController playTutorialVideoOnView:step:] | [line:178] | [MESSAGE] playTutorialVideo full_version_empty_mouth_order_0_numpill_0_total_0
2018-06-05 14:38:42.409 | I | -[StepsController goToCamera] | [line:509] | [MESSAGE] goToCamera
2018-06-05 14:38:42.409 | I | -[StepsController defineCurrentStep] | [line:274] | [MESSAGE] defineCurrentStep 3
2018-06-05 14:38:42.411 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 0
2018-06-05 14:38:42.411 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 12
2018-06-05 14:38:42.423 | I | -[FlexibleVideoPlayerController videoPlayingComplete:] | [line:193] | [MESSAGE] flex video videoPlayingComplete
2018-06-05 14:38:42.626 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 1
2018-06-05 14:38:42.682 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:38:42.708 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:38:42.752 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:38:42.752 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:38:42.770 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:38:42.788 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:38:42.823 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:38:42.823 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:38:42.856 | I | -[CameraUIView displayError:] | [line:286] | [MESSAGE] show error animation; error type 18
2018-06-05 14:38:43.314 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:38:44.180 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 6
2018-06-05 14:38:44.218 | I | -[CameraUIView displayConfirm] | [line:329] | [MESSAGE] show step confirm animation
2018-06-05 14:38:44.218 | I | -[AudioPlayer playAudioWithoutFlag:] | [line:49] | [MESSAGE] play audio name confirm
2018-06-05 14:38:46.400 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 5
2018-06-05 14:38:46.404 | I | -[FlexibleVideoPlayerController playTutorialVideoOnView:step:] | [line:178] | [MESSAGE] playTutorialVideo full_version_pill_not_under_the_tongue_order_0_numpill_0_total_0
2018-06-05 14:39:05.150 | I | -[StepsController goToCamera] | [line:509] | [MESSAGE] goToCamera
2018-06-05 14:39:05.150 | I | -[StepsController defineCurrentStep] | [line:274] | [MESSAGE] defineCurrentStep 9
2018-06-05 14:39:05.152 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 0
2018-06-05 14:39:05.152 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 12
2018-06-05 14:39:05.164 | I | -[CameraUIView displayPreInstruction:] | [line:185] | [MESSAGE] show pre instruction animation
2018-06-05 14:39:05.164 | I | -[FlexibleVideoPlayerController videoPlayingComplete:] | [line:193] | [MESSAGE] flex video videoPlayingComplete
2018-06-05 14:39:06.167 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 1
2018-06-05 14:39:06.319 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:39:06.341 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:39:06.373 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:39:06.373 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:39:06.386 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:39:06.410 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:39:06.443 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:39:06.443 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:39:06.472 | I | -[CameraUIView displayError:] | [line:286] | [MESSAGE] show error animation; error type 18
2018-06-05 14:39:06.894 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
2018-06-05 14:39:07.026 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 3
2018-06-05 14:39:07.075 | I | -[FlexibleAudioPlayerController playAudioBasedOnErrorState:step:] | [line:68] | [MESSAGE] playAudioBasedOnErrorState C8_9_Device_Position_Error
2018-06-05 14:39:07.075 | I | -[AudioPlayer playAudioName:] | [line:38] | [MESSAGE] play audio name C8_9_Device_Position_Error
2018-06-05 14:39:07.112 | I | -[CameraUIView displayError:] | [line:286] | [MESSAGE] show error animation; error type 18
2018-06-05 14:39:11.556 | I | -[PhasesController defineState] | [line:223] | [MESSAGE] PhasesController defineState 2
